year,Code,income,n_docs,n_mentions
2021,VEN,Unknown,1,1
2021,VGB,High income,1,1
2021,ZAF,Upper middle income,1,1
2022,CZE,High income,218,218
2022,RUS,Upper middle income,144,144
2022,UKR,Lower middle income,128,128
2022,USA,High income,96,96
2022,DEU,High income,95,95
2022,POL,High income,86,86
2022,SVK,High income,74,74
2022,FRA,High income,62,62
2022,GBR,High income,48,48
2022,HUN,High income,34,34
2022,AUT,High income,29,29
2022,CHN,Upper middle income,29,29
2022,BLR,Upper middle income,25,25
2022,ITA,High income,24,24
2022,ESP,High income,21,21
2022,SYR,Low income,18,18
2022,FIN,High income,16,16
2022,JPN,High income,15,15
2022,CAN,High income,14,14
2022,SWE,High income,14,14
2022,DNK,High income,13,13
2022,IRL,High income,13,13
2022,NOR,High income,13,13
2022,TUR,Upper middle income,13,13
2022,ISR,High income,12,12
2022,AUS,High income,11,11
2022,GRC,High income,11,11
2022,ROU,High income,11,11
2022,BGR,Upper middle income,10,10
2022,AFG,Low income,8,8
2022,LVA,High income,8,8
2022,EST,High income,7,7
2022,IND,Lower middle income,6,6
2022,BEL,High income,5,5
2022,CUB,Upper middle income,5,5
2022,DMA,Upper middle income,5,5
2022,IRN,Lower middle income,5,5
2022,LBN,Lower middle income,5,5
2022,LTU,High income,5,5
2022,SRB,Upper middle income,4,4
2022,BRA,Upper middle income,3,3
2022,CYP,High income,3,3
2022,EGY,Lower middle income,3,3
2022,HRV,High income,3,3
2022,IMN,High income,3,3
2022,KAZ,Upper middle income,3,3
2022,KOR,High income,3,3
2022,MEX,Upper middle income,3,3
2022,NLD,High income,3,3
2022,PSE,Upper middle income,3,3
2022,SAU,High income,3,3
2022,SDN,Low income,3,3
2022,SVN,High income,3,3
2022,CHE,High income,2,2
2022,COL,Upper middle income,2,2
2022,GEO,Upper middle income,2,2
2022,IRQ,Upper middle income,2,2
2022,MDA,Upper middle income,2,2
2022,MMR,Lower middle income,2,2
2022,MNE,Upper middle income,2,2
2022,NGA,Lower middle income,2,2
2022,PRK,Low income,2,2
2022,YEM,Low income,2,2
2022,BGD,Lower middle income,1,1
2022,BIH,Upper middle income,1,1
2022,CHL,High income,1,1
2022,HTI,Lower middle income,1,1
2022,IDN,Upper middle income,1,1
2022,KIR,Lower middle income,1,1
2022,LKA,Lower middle income,1,1
2022,LUX,High income,1,1
2022,MLT,High income,1,1
2022,NZL,High income,1,1
2022,PAN,High income,1,1
2022,PER,Upper middle income,1,1
2022,PRI,High income,1,1
2022,PRT,High income,1,1
2022,PRY,Upper middle income,1,1
2022,QAT,High income,1,1
2022,SSD,Low income,1,1
2022,VNM,Lower middle income,1,1
2022,XKX,Upper middle income,1,1
2022,ZAF,Upper middle income,1,1
