article_id,name,role_raw,type_final,gender_final,stance,conf,segment
2012E244A007,Mitt ROMNEY,republikánský kandidát na prezidenta,M6,M,S0,3,kandidát na prezidenta USA Dnes nadešel čas abychom zklamání z uplynulých 4 let nechali za sebou zapomněli na to co mohlo být a vzhlíželi k tomu co může být. redaktorka Bývalý massachusettský guvernér vyčetl Obamovi především špatné hospodaření. Svým voličům slíbil nápravu a představil hlavní body politické kampaně. Do roku 2020 chce zajistit energetickou bezpečnost země zlepšit přístup Američanům ke vzdělání. Uzavřít nové obchodní dohody s jinými zeměmi a snížit zadluženost. redaktor citace
2012E244A007,Clint EASTWOOD,herec,M2,M,S0,3,Když někdo nedělá dobře svoji práci musíme ho nechat odejít. redaktorka 4 denní sjezd v Tampě nominací a závěrečným projevem Mitta Romneyho skončil. O budoucí hlavě Spojených států Američané rozhodnou 6. listopadu.
2012E244T083,Mitt ROMNEY,republikánský kandidát na prezidenta,M6,M,S0,3,kandidát na prezidenta USA Dnes nadešel čas abychom zklamání z uplynulých 4 let nechali za sebou zapomněli na to co mohlo být a vzhlíželi k tomu co může být. redaktorka Bývalý massachusettský guvernér vyčetl Obamovi především špatné hospodaření. Svým voličům slíbil nápravu a představil hlavní body politické kampaně. Do roku 2020 chce zajistit energetickou bezpečnost země zlepšit přístup Američanům ke vzdělání uzavřít nové obchodní dohody s jinými zeměmi a snížit zadluženost.
2012E244T083,Clint EASTWOOD,herec,M2,M,S0,3,Když někdo nedělá dobře svoji práci musíme ho nechat odejít. redaktorka Čtyřdenní sjezd v Tampě nominací a závěrečným projevem Mitta Romneyho skončil. O budoucí hlavě Spojených států Američané rozhodnou 6. listopadu.
2012E244T055,Mitt ROMNEY,kandidát na amerického prezidenta,M6,M,S2,2,na amerického prezidenta To co naše země potřebuje není složité. Amerika potřebuje spoustu nových pracovních míst. Jako prezident mám plán vytvořit 12 milionů nových míst. Prezident Obama sliboval zpomalit vzestup oceánu a oteplování planety. Můj slib je pomoci vám a vašim rodinám.
2012E244T069,Mitt ROMNEY,republikánský kandidát na prezidenta,M6,M,S2,2,kandidát na prezidenta USA To co naše země potřebuje není složité. Amerika potřebuje spoustu nových pracovních míst. Jako prezident mám plán vytvořit 12 milionů nových míst. Prezident Obama sliboval zpomalit vzestup oceánů a oteplování planety. Můj slib je pomoci vám a vašim rodinám.
2012E234T098,Viktor PLACHÝ,agronom,M3,M,S0,3,Zemědělské družstvo AGRO Velký Týnec Ten výpadek je kolo 12 až 15 milionů. Pocítíme to v tom určitě na výplatách a určit to pocítíme že nebudeme moci tolik investovat do strojů.
2012E234T098,Miloš PORČ,ředitel,M5,M,S6,2,Agrární komory Olomouc Sucho postihlo zhruba 45 plochy ať už se jedná o obiloviny cukrovky sady a další plodiny.
2012E234T098,Milan FAJMON,předseda družstva,M6,M,S6,2,družstva Agropa Hrádek Za prvé je poškodil mráz a za druhé pak ty vysoké teploty na začátku července.
2012E234T098,Petr HAVEL,agrární analytik,M5,M,S0,2,analytik Na druhou stranu je to zboží denní spotřeby a tam se všichni budou snažit ty ceny držet co nejníže.
2012E265A054,Sian MACLEOD,velvyslankyně,M6,M,S6,3,Velké Británie v ČR Myslím si že budování nízkouhlíkové budoucnosti má smysl z mnoha důvodů. Udržitelný rozvoj či rozumné využití energetických zdrojů má spoustu pozitivních efektů ať už ekologických nebo ekonomických.
2012E265A054,Petra RAJSNEROVÁ,pracovnice,M3,F,S6,3,Czech Globe Ve sféře se zvýšenou koncentrací CO2 pozorujeme téměř dvojnásobné množství kořenů jak u smrku tak i u buku.
2012E265A080,Sian MACLEODOVÁ,velvyslankyně,M6,F,S6,3,Velké Británie v ČR Ve Velké Británii je velmi důležitou součástí vládní politiky hledání způsobů jak vybudovat nízkouhlíkovou budoucnost.
2012E265A080,Petra RAJSNEROVÁ,pracovnice,M3,F,S6,3,Czech Globe Ve sféře se zvýšenou koncentrací CO2 pozorujeme téměř dvojnásobné množství kořenů.
2012E253A030,Petr PAŘIL,vedoucí projektu,M5,M,S0,2,projektu Výzkumný ústav vodohospodářský T.G.M. Když odebereme vzorek těch bezobratlých které ty toky běžně osidlují tak v době kdy ten rok normálně teče můžeme zjistit že tady bylo v minulosti nějaký problém s vysycháním.
2012E270T108,Milan URBAN,bývalý ministr průmyslu a obchodu,M6,M,S6,2,ministr průmyslu a obchodu ČSSD Obnovitelné zdroje považuji skutečně za významný prvek budoucí výroby elektrické energie.
2012E270T108,Roman BLAŽÍČEK,ředitel,M5,M,S3,2,Lasselsberger Ceramics Nová výrobní linka se pohybuje investičně někde v řádu 70 až 80 milionů a to je přesně částka kterou v příštím roce budeme připlácet na obnovitelné zdroje.
2012E270T108,Tomáš CHALUPA,ministr životního prostředí,M6,M,S6,2,životního prostředí ODS Mělo by to směřovat na opatření typu obnova fasády zateplení fasády výměna oken střechy.
2012E270T108,Tomáš DRÁPELA,generální ředitel,M5,M,S0,1,ředitel Plzeňské teplárenské My to musíme promítnout do cen a samozřejmě to se projeví v kapsách potom těch konečných spotřebitelů.
2012E265T109,Julianne STROEVEOVÁ,klimatoložka,M3,F,S6,3,NSIDC Úbytek který pozorujeme poslední dekádu je rychlejší než předvídají jakékoliv modely. Myslím si proto že Arktida bude bez ledu už za 20 nebo 30 let.
2012E265T109,Bohumír JANSKÝ,hydrolog geolog,M3,M,SKIP,3,geolog Přírodovědecká fakulta UK Dobrý večer.
2012E299A038,Michael NEČAS,statik,M3,M,SKIP,3,Měříme napětí a já samozřejmě hlásím jestli už jsou v tolerancích nebo ne.
2012E299A038,Vladimír JANATA,autor projektu statik,M5,M,S6,2,projektu statik Kotvený stožár je první po revoluci a je vlastně čtvrtý nejvyšší v republice. Vlastimil HANUŠ Centrum pro výzkum globální změny klimatu AV ČR Tak vysoká ta stanice je proto abychom dokázali vyloučit místní vlivy a měřili opravdu látky dálkového transportu.
2012E299A058,Michael NEČAS,statik,M3,M,SKIP,3,Měříme napětí a já samozřejmě hlásím jestli už jsou v tolerancích nebo ne.
2012E299A058,Vladimír JANATA,autor projektu statik,M5,M,S6,2,projektu statik Ukotvený stožár je první po revoluci a je vlastně čtvrtý nejvyšší v republice. Vlastimil HANUŠ Centrum pro výzkum globální změny klimatu Akademie věd ČR Tak vysoká ta stanice je proto abychom dokázali vyloučit místní vlivy a měřili opravdu látky dálkového transportu.
2012E281T005,Jeroným TEJC,předseda poslaneckého klubu strany,M6,M,S0,3,poslaneckého klubu strany ČSSD Já myslím že to jaká je sněmovně nebo jak vypadá politika není odvislé na tom jaký je volební systém jestli se volí většinově menšinově jestli je prezident aktivistický nebo ne. Protože ten konkrétní předseda vlády by si měl zajistit v Poslanecké sněmovně dostatečnou většinu. Já si nemyslím že je špatně když prezident nebo Senát vrátí některé návrhy zákonů. Jenom to ukazuje že na nich není ve společnosti shoda a znamená to že se musí parlament respektive Poslanecká sněmovna znovu zamyslet nad tím zda skutečně takovéto řešení je správné.
2012E281T005,Pavel KOVÁČIK,předseda poslaneckého klubu,M6,M,S0,3,poslaneckého klubu KSČM Není to o systému. Je do značné míry o síle a o osobnosti předsedy vlády. Když si předseda vlády dokáže najít širší konsensus v Poslanecké sněmovně tak si všimněte z těch 56 vrácených věcí většinou pan prezident vracel ty které byly přijaty těsně na hraně koalice versus opozice. Ty na kterých nebyla shoda nějaká úplně větší než to koaliční a opoziční dělení v Poslanecké sněmovně. Ty zákony které byly přijaty společně koalice opozice tak nebyly panem prezidentem většinou vraceny vůbec. To je jedna věc a druhá věc tam je přece jasné že ať změníme systém jakkoliv i kdybychom připustili že budeme měnit volební systémy či jiné politické atributy vládnutí tak vždycky si ten momentální způsob i uvažování společnosti najde tu cestu a žádná změna systému nic nevyřeší. Klíčová je otázka toho kdo vládne jaká je to osobnost jak si dokáže sestavit ten tým jak ten tým pracuje jestli si dokážou dohodnout také v té koalici vládnoucí ať je to kterákoliv najít určitý kompromis a ten kompromis také prosazovat. Nepřeskakovat.
2012E281T005,Petr GAZDÍK,předseda poslaneckého klubu strany,M6,M,S0,3,poslaneckého klubu strany TOP 09 a STAN Pan prezident se nechal několikrát veřejně slyšet že nechce destabilizovat politickou situaci v České republice a podrývat tuto vládu. Bohužel svými kroky dělá naprosto přesný opak.
2012E281T005,Kateřina KLASNOVÁ,předsedkyně poslaneckého klubu strany,M6,F,S0,3,poslaneckého klubu strany VV Ano ale v případě předčasných voleb by se stala Česká republika nevládní organizací naprosto.
2012E281T005,Zbyněk STANJURA,předseda poslaneckého klubu strany,M6,M,S0,3,poslaneckého klubu strany ODS To bychom určitě nestihli. Nic proti takové komisi ale k té otázce. Vy jsme se vlastně ptal na ústavní pravomoci prezidenta a současně na volební systém. Tak já za sebe říkám že bych neměnil ústavní pravomoci prezidenta záleží na síle té koalice. Pokud ta koalice je soudržná a trvá na svém tak veto Senátu nebo prezidenta přehlasuje. A není to o tom dneska ti kteří před třemi lety.
2012E331T067,Michal JARRAUD,generální tajemník,M6,M,S6,3,tajemník Světové meteorologické organizace Miliardy tun nadbytečného oxidu uhličitého zůstanou v atmosféře po stovky let. Budou způsobovat další oteplování a dopadnou na všechny formy života na Zemi.
2012E331T067,Christ DAVIS,ředitel,M5,M,S2,2,CERES Tak nějak doufáme že jednání v Dauhá přinese pokrok. Ale nečekáme nic dramatického. redaktor Pohled jednotlivých zemí se totiž do značné míry liší. Svoji roli hrají ekonomické aspekty. Někteří velcí znečišťovatelé navíc považují protokol za neefektivní v minulosti od něj ustoupili. Cesta k široké dohodě zůstává i s ohledem na to dlouhá a složitá.
2012E331T090,Jan MRKVIČKA,ředitel humanitární a rozvojové sekce,M5,M,SKIP,3,humanitární a rozvojové sekce Člověk v tísni Dobrý večer.
2012E331T090,Jan ČERNÝ,ředitel,M5,M,SKIP,3,Programů sociální integrace Člověk v tísni Dobrý večer.
2012E331T041,Michal JARRAUD,generální tajemník,M6,M,S6,3,tajemník Světové meteorologické organizace Miliardy tun nadbytečného oxidu uhličitého zůstanou v atmosféře po stovky let. Budou způsobovat další oteplování a dopadnou na všechny formy života na Zemi.
2012E331T041,Christ DAVIS,ředitel,M5,M,S2,2,CERES Tak nějak doufáme že jednání v Dauhá přinese pokrok. Ale nečekáme nic dramatického. redaktor Pohled jednotlivých zemí se totiž do značné míry liší. Svoji roli hrají ekonomické aspekty. Někteří velcí znečišťovatelé navíc považují protokol za neefektivní v minulosti od něj ustoupili. Cesta k široké dohodě zůstává i s ohledem na to dlouhá a složitá.
2012E317T103,Čang PCHING,předseda,M6,M,S0,3,Národní rozvojová a reformní komise Nesmíme oslabit současný stav není dost silný na to abychom posílili čínskou ekonomiku. Musíme o to víc usilovat.
2012E317T103,Pierre DEFRAIGNE,výkonný ředitel nadace,M5,M,S0,2,ředitel nadace Madariaga College of Europe Musíme přijmout společná opatření na zlepšení mnohostranné spolupráce v otázkách světového obchodu klimatických změn globální měnové transakce a dokonce i v systému finančních reforem.
2012E317T103,Čang JUNG,generální ředitel,M5,M,S0,3,ředitel Tmall Během první minuty po začátku akce se do Taobao.com přihlásilo víc než 10 milionů lidí. Platební brána se natolik zahltila že jsme museli omezit počet zákaznických připojení.
2012E346A086,Guy STEAR,analytik,M5,M,S0,3,Société Générale Myslím že Čína bude dále usilovat zvláště o investice které jí poskytnou přístup k surovinám.
2012E346A086,Christopher KOJM,předseda,M6,M,S0,3,Národní zpravodajské rady USA Chceme povzbudit vlády a ty kdo rozhodují aby připravili dlouhodobý plán který by zabránil negativním scénářům a umožnil ty dobré.
2012E336A013,Jagland THORBJORN,předseda,M6,M,S0,3,Nobelova výboru 12. 10. 2012 Nobelova cena míru pro rok 2012 bude udělena Evropské unii. redaktor Tohle oznámení vyvolalo kontroverzi i tady v Bruselu. Zatímco unijní špičky se radovaly euroskeptici mluvili o špatném vtipu.
2012E336A013,Václav KLAUS,prezident,M6,M,S0,3,České republiky 12. 10. 2012 Já myslím že to je tragický omyl. Dávat to instituci navíc v tomto případě byrokratické instituci to je prázdné vyznamenání. Já nevím jestli si někdo vůbec odváží to převzít.
2012E336A013,Bohuslav SOBOTKA,předseda strany,M6,M,S0,3,strany ČSSD Česká republika promeškala možná promešká příležitost se k tomu evropskému úspěšnému mírovému projektu přihlásit. Ukazuje to že naše vláda se neustále chová jako někdo kdo chce být sám dobrovolně v izolaci.
2012E336A013,Vojtěch FILIP,předseda strany,M6,M,S0,3,strany KSČM Nejet tam mi připadá trapné a současní představitelé České republiky zásadním způsobem odmítají vůbec komunikovat s Evropou.
